"MOD_NAME","ITM_NAME","PAG_NAME","DSCR","ITM_TYPE","FLD_LEN","DECML","ITM_REQUIRED","ITM_UNIQUE"
"NUPDRS4","NP4DYSTNNUM","NUPDRS4","4.6 Total Hours OFF","NUMBER","12","0","False","False"
"NUPDRS4","NP4DYSTNPCT","NUPDRS4","4.6 % OFF Dystonia","NUMBER","12","0","False","False"
"NUPDRS4","NP4FLCTI","NUPDRS4","4.4 Functional impact of fluctuations","NUMBER","3","0","False","False"
"NUPDRS4","NP4FLCTX","NUPDRS4","4.5 Complexity of motor fluctuations","NUMBER","3","0","False","False"
"NUPDRS4","NP4OFF","NUPDRS4","4.3 Time spent in the OFF state","NUMBER","3","0","False","False"
"NUPDRS4","NP4OFFDEN","NUPDRS4","4.3 Total Hours OFF","NUMBER","12","0","False","False"
"NUPDRS4","NP4OFFNUM","NUPDRS4","4.3 Total Hours Awake","NUMBER","12","0","False","False"
"NUPDRS4","NP4OFFPCT","NUPDRS4","4.3 % OFF","NUMBER","12","0","False","False"
"NUPDRS4","NP4TOT","NUPDRS4","MDS-UPDRS Part IV Total Score","NUMBER","12","0","False","False"
"NUPDRS4","NP4WDYSK","NUPDRS4","4.1 Time spent with dyskinesias","NUMBER","3","0","False","False"
"NUPDRS4","NP4WDYSKDEN","NUPDRS4","4.1 Total Hours with Dyskinesia","NUMBER","12","0","False","False"
"NUPDRS4","NP4WDYSKNUM","NUPDRS4","4.1 Total Hours Awake","NUMBER","12","0","False","False"
"NUPDRS4","NP4WDYSKPCT","NUPDRS4","4.1 % Dyskinesia","NUMBER","12","0","False","False"
"NUPDRS4","ORIG_ENTRY","NUPDRS4","Date of original data entry","DATE","","","True","False"
"NUPDRS4","PAG_NAME","NUPDRS4","Page Name","CHAR","13","","True","False"
"NUPDRS4","PATNO","NUPDRS4","Participant ID","NUMBER","18","0","True","False"
"NUPDRS4","REC_ID","NUPDRS4","Record ID","CHAR","36","","True","True"
"ONWRIST","age_seconds","","Participant's pseudo-age in seconds","DATE","0","0","",""
"ONWRIST","on_wrist","","Watch on/off events (true/false)","NUMBER","1","0","",""
"ONWRIST","subject","","Participant ID","CHAR","16","0","",""
"ONWRIST","time_day","","Day of week","CHAR","3","0","",""
"ONWRIST","time_local","","Time in participant's local time zone","TIME","8","0","",""
"ONWRIST","time_ms","","Epoch time (Convert all millisecond timestamps in the PST (-7:00) timezone to get the day of week and local time)","CHAR","25","0","",""
"OTHCTRL"," ","OTHCTRL","Participation in Other Studies Log","","","","",""
"OTHCTRL","CNO","OTHCTRL","Site Number","NUMBER","12","0","True","False"
"OTHCTRL","ENDOTHDT","OTHCTRL","End of participation in other study date","DATE","","","False","False"
"OTHCTRL","ENROTHDT","OTHCTRL","Enrollment date in other study","DATE","","","False","False"
"OTHCTRL","EVENT_ID","OTHCTRL","Visit ID","CHAR","6","","True","False"
"OTHCTRL","INFODT","OTHCTRL","Assessment Date","DATE","","","True","False"
"OTHCTRL","LAST_UPDATE","OTHCTRL","Date of most recent update to record","DATE","","","True","False"
"OTHCTRL","ORIG_ENTRY","OTHCTRL","Date of original data entry","DATE","","","True","False"
"OTHCTRL","OTHSTDY","OTHCTRL","Full title of research study","NUMBER","2","0","False","False"
"OTHCTRL","OTHSTDYAC","OTHCTRL","Acronym of research study","NUMBER","2","0","False","False"
"OTHCTRL","OTHSTDYACCM","OTHCTRL","Other acronym of research study comment","CHAR","","","False","False"
"OTHCTRL","OTHSTDYCM","OTHCTRL","Other full title of research study comment","CHAR","","","False","False"
"OTHCTRL","PAG_NAME","OTHCTRL","Page Name","CHAR","13","","True","False"
"OTHCTRL","PATNO","OTHCTRL","Participant ID","NUMBER","18","0","True","False"
"OTHCTRL","REC_ID","OTHCTRL","Record ID","CHAR","36","","True","True"
"OTHCTRL","STDYTYP","OTHCTRL","Type of research study","NUMBER","1","0","False","False"
"OTHFEATPD"," ","OTHFEATPD","Other Clinical Features","","","","",""
"OTHFEATPD","CNO","OTHFEATPD","Site Number","NUMBER","12","0","True","False"
"OTHFEATPD","EVENT_ID","OTHFEATPD","Visit ID","CHAR","6","","True","False"
"OTHFEATPD","FEATACTTRM","OTHFEATPD","Prominent action tremor","NUMBER","1","0","False","False"
"OTHFEATPD","FEATALCREP","OTHFEATPD","Definite response to alcohol","NUMBER","1","0","False","False"
"OTHFEATPD","FEATALNLMB","OTHFEATPD","Alien limb phenomenon","NUMBER","1","0","False","False"
"OTHFEATPD","FEATANTCOL","OTHFEATPD","Disproportionate anterocollis","NUMBER","1","0","False","False"
"OTHFEATPD","FEATANXITY","OTHFEATPD","Anxiety","NUMBER","1","0","False","False"
"OTHFEATPD","FEATAPATHY","OTHFEATPD","Apathy","NUMBER","1","0","False","False"
"OTHFEATPD","FEATBWLDYS","OTHFEATPD","bowel dysfunction","NUMBER","1","0","False","False"
"OTHFEATPD","FEATCLRLEV","OTHFEATPD","Clear and dramatic response to levodopa","NUMBER","1","0","False","False"
"OTHFEATPD","FEATCOGFLC","OTHFEATPD","Cognitive fluctuations","NUMBER","1","0","False","False"
"OTHFEATPD","FEATCRTSNS","OTHFEATPD","Unequivocal cortical sensory loss (i.e., graphesthesia, stereognosis with intact primary sensory modalities)","NUMBER","1","0","False","False"
"OTHFEATPD","FEATDCRARM","OTHFEATPD","Decreased arm swing","NUMBER","1","0","False","False"
"OTHFEATPD","FEATDELHAL","OTHFEATPD","Systematized delusions or visual hallucinations unrelated to medications","NUMBER","1","0","False","False"
"OTHFEATPD","FEATDEPRES","OTHFEATPD","Depression","NUMBER","1","0","False","False"
"OTHFEATPD","FEATDIMOLF","OTHFEATPD","Diminished olfaction","NUMBER","1","0","False","False"
"OTHFEATPD","FEATDYSART","OTHFEATPD","Dysarthria","NUMBER","1","0","False","False"
"OTHFEATPD","FEATDYSKIN","OTHFEATPD","Dyskinesia","NUMBER","1","0","False","False"
"OTHFEATPD","FEATDYSPHG","OTHFEATPD","Dysphagia","NUMBER","1","0","False","False"
"OTHFEATPD","FEATDYSTNA","OTHFEATPD","Dystonia","NUMBER","1","0","False","False"
"OTHFEATPD","FEATGZEPAL","OTHFEATPD","Supranuclear gaze palsy","NUMBER","1","0","False","False"
"OTHFEATPD","FEATINSPST","OTHFEATPD","Inspiratory stridor","NUMBER","1","0","False","False"
"OTHFEATPD","FEATLMBAPX","OTHFEATPD","Limb ideomotor apraxia","NUMBER","1","0","False","False"
"OTHFEATPD","FEATMCRGRA","OTHFEATPD","Micrographia","NUMBER","1","0","False","False"
"OTHFEATPD","FEATMTRFLC","OTHFEATPD","Motor fluctuations","NUMBER","1","0","False","False"
"OTHFEATPD","FEATMYCLNS","OTHFEATPD","Myoclonous","NUMBER","1","0","False","False"
"OTHFEATPD","FEATNEURSS","OTHFEATPD","Neuroleptic super-sensitivity","NUMBER","1","0","False","False"
"OTHFEATPD","FEATNOLEVO","OTHFEATPD","Little or no response to levodopa","NUMBER","1","0","False","False"
"OTHFEATPD","FEATPOSHYP","OTHFEATPD","postural hypotension","NUMBER","1","0","False","False"
"OTHFEATPD","FEATPST3YR","OTHFEATPD","Postural instability or gait freezing in the first 3 years","NUMBER","1","0","False","False"
"OTHFEATPD","FEATPYRTCT","OTHFEATPD","Otherwise unexplained pyramidal tract signs","NUMBER","1","0","False","False"
"OTHFEATPD","FEATSBDERM","OTHFEATPD","Seborrheic dermatitis","NUMBER","1","0","False","False"
"OTHFEATPD","FEATSEXDYS","OTHFEATPD","sexual dysfunction","NUMBER","1","0","False","False"
"OTHFEATPD","FEATSHGAIT","OTHFEATPD","Shuffling gait","NUMBER","1","0","False","False"
"OTHFEATPD","FEATSTPPOS","OTHFEATPD","Stooped posture","NUMBER","1","0","False","False"
"OTHFEATPD","FEATSUGRBD","OTHFEATPD","Dream enactment suggestive of REM sleep behavior disorder","NUMBER","1","0","False","False"
"OTHFEATPD","FEATURNDYS","OTHFEATPD","urinary dysfunction","NUMBER","1","0","False","False"
"OTHFEATPD","FEATWDGAIT","OTHFEATPD","Wide based gait / cerebellar features","NUMBER","1","0","False","False"
"OTHFEATPD","INFODT","OTHFEATPD","Assessment Date","DATE","","","True","False"
"OTHFEATPD","LAST_UPDATE","OTHFEATPD","Date of most recent update to record","DATE","","","True","False"
"OTHFEATPD","ORIG_ENTRY","OTHFEATPD","Date of original data entry","DATE","","","True","False"
"OTHFEATPD","PAG_NAME","OTHFEATPD","Page Name","CHAR","13","","True","False"
"OTHFEATPD","PATNO","OTHFEATPD","Participant ID","NUMBER","18","0","True","False"
"OTHFEATPD","REC_ID","OTHFEATPD","Record ID","CHAR","36","","True","True"
"PATH_RESULTS","AD SEVERITY SCORE","","AD SEVERITY SCORE","CHAR","1","","",""
"PATH_RESULTS","AGE AT DEATH","","AGE AT DEATH","NUMBER","3","0","",""
"PATH_RESULTS","ARTAG LOCATION ","","ARTAG LOCATION ","CHAR","1","","",""
"PATH_RESULTS","ARTAG REGION ","","ARTAG REGION ","CHAR","1","","",""
"PATH_RESULTS","ARTAG SEVERITY","","ARTAG SEVERITY","CHAR","1","","",""
"PATH_RESULTS","ARTERIOLOSCLEROSIS","","ARTERIOLOSCLEROSIS","NUMBER","1","0","",""
"PATH_RESULTS","ATHEROSCLEROSIS, EXTENT","","ATHEROSCLEROSIS, EXTENT","CHAR","1","","",""
"PATH_RESULTS","ATHEROSCLEROSIS, MAX OCC ","","ATHEROSCLEROSIS, MAX OCC ","NUMBER","1","0","",""
"PATH_RESULTS","BRAAK FOR LB ","","BRAAK FOR LB ","NUMBER","2","0","",""
"PATH_RESULTS","BRAIN WEIGHT ","","BRAIN WEIGHT IN GRAMS","NUMBER","2","0","",""
"PATH_RESULTS","CAA","","CAA","NUMBER","1","0","",""
"PATH_RESULTS","CEREBRAL CORTICAL ATROPHY","","CEREBRAL CORTICAL ATROPHY","NUMBER","1","0","",""
"PATH_RESULTS","DATE SLIDES RECEIVED","","DATE SLIDES RECEIVED","DATE","8","","",""
"PATH_RESULTS","GCI","","GCI","CHAR","1","","",""
"PATH_RESULTS","HIPPOCAMPAL ATROPHY ","","HIPPOCAMPAL ATROPHY ","CHAR","1","","",""
"PATH_RESULTS","HIPPOCAMPUS SCLEROSIS, LEFT","","HIPPOCAMPUS SCLEROSIS, LEFT","NUMBER","1","0","",""
"PATH_RESULTS","HIPPOCAMPUS SCLEROSIS, RIGHT","","HIPPOCAMPUS SCLEROSIS, RIGHT","NUMBER","1","0","",""
"PATH_RESULTS","LATERAL VENTRICLE","","LATERAL VENTRICLE","NUMBER","2","0","",""
"PATH_RESULTS","LAY RESEARCH SUMMARY ","","PATHOLOGIST EVALUATION","CHAR","200","","",""
"PATH_RESULTS","LOCUS CERULEUS DEPIGMENTATION","","LOCUS CERULEUS DEPIGMENTATION","CHAR","1","","",""
"PATH_RESULTS","MVL CEREBRAL CORTEX","","MVL CEREBRAL CORTEX","NUMBER","1","0","",""
"PATH_RESULTS","MVL DEEP GRAY","","MVL DEEP GRAY","NUMBER","1","0","",""
"PATH_RESULTS","NIA-AA A SCORE","","NIA-AA A SCORE","NUMBER","1","0","",""
"PATH_RESULTS","NIA-AA B SCORE","","NIA-AA B SCORE","NUMBER","1","0","",""
"PATH_RESULTS","NIA-AA C SCORE","","NIA-AA C SCORE","NUMBER","1","0","",""
"PATH_RESULTS","OTHER GROSS LESIONS","","OTHER GROSS LESIONS","CHAR","1","","",""
"PATH_RESULTS","PATNO","","PATIENT NUMBER","NUMBER","6","0","",""
"PATH_RESULTS","POST MORTEM INTERVAL","","POST MORTEM INTERVAL","CHAR","1","","",""
"PATH_RESULTS","PREPARATION","","PREPARATION","CHAR","1","","",""
"PATH_RESULTS","SUBSTANTIA NIGRA DEPIGMENTATION","","SUBSTANTIA NIGRA DEPIGMENTATION","CHAR","1","","",""
"PATH_RESULTS","TDP-43","","TDP-43","NUMBER","1","0","",""
"PATIENT_STATUS"," ","","Participant Status","","","","",""
"PATIENT_STATUS","AV133STDY","","Participant in PPMI Clinical Early Imaging Sub-Study","NUMBER","1","0","True","False"
"PATIENT_STATUS","COHORT","","Enrollment Cohort","NUMBER","1","0","True","False"
"PATIENT_STATUS","COHORT_DEFINITION","","Decoded Value for COHORT","TEXT","","","",""
"PATIENT_STATUS","COMMENTS","","Comments","TEXT","","","",""
"PATIENT_STATUS","CONCOHORT","","Cohort per Consensus Committee","NUMBER","2","0","",""
"PATIENT_STATUS","CONCOHORT_DEFINITION","","Decoded Value for CONCOHORT","TEXT","","","",""
"PATIENT_STATUS","CONDATE","","Date of Consensus Commmitte review","DATE","","","",""
"PATIENT_STATUS","CONGBA","","GBA Mutation per Consensus Committee","NUMBER","1","0","",""
"PATIENT_STATUS","CONHPSM","","Hyposmia / Generalized Risk per Consensus Committee","NUMBER","1","0","",""
"PATIENT_STATUS","CONLRRK2","","LRRK2 Mutation per Consensus Committee","NUMBER","1","0","",""
"PATIENT_STATUS","CONPINK1","","PINK1 Mutation per Consensus Committee","BOOLEAN","2","0","",""
"PATIENT_STATUS","CONPRKN","","PARKIN Mutation per Consensus Committee","BOOLEAN","2","0","",""
"PATIENT_STATUS","CONRBD","","RBD per Consensus Committee","NUMBER","1","0","",""
"PATIENT_STATUS","CONSNCA","","SNCA Mutation per Consensus Committee","NUMBER","1","0","",""
"PATIENT_STATUS","DIAG1","","First phenoconversion diagnosis ","TEXT","","","",""
"PATIENT_STATUS","DIAG1VIS","","First phenoconversion diagnosis visit","TEXT","","","",""
"PATIENT_STATUS","DIAG2","","Second phenoconversion diagnosis ","TEXT","","","",""
"PATIENT_STATUS","DIAG2VIS","","Second phenoconversion diagnosis visit","TEXT","","","",""
"PATIENT_STATUS","DIAG3","","Third phenoconversion diagnosis ","TEXT","","","",""
"PATIENT_STATUS","DIAG3VIS","","Third phenoconversion diagnosis visit","TEXT","","","",""
"PATIENT_STATUS","ENRLGBA","","GBA Mutation at Enrollment","NUMBER","1","0","True","False"
"PATIENT_STATUS","ENRLHPSM","","Hyposmia / Generalized Risk at Enrollment","NUMBER","1","0","True","False"
"PATIENT_STATUS","ENRLLRRK2","","LRRK2 Mutation at Enrollment","NUMBER","1","0","True","False"
"PATIENT_STATUS","ENRLPINK1","","Pink1 Mutation at Enrollment","NUMBER","1","0","True","False"
"PATIENT_STATUS","ENRLPRKN","","Parkin Mutation at Enrollment","NUMBER","1","0","True","False"
"PATIENT_STATUS","ENRLRBD","","RBD at Enrollment","NUMBER","1","0","True","False"
"PATIENT_STATUS","ENRLSNCA","","SNCA Mutation at Enrollment","NUMBER","1","0","True","False"
"PATIENT_STATUS","ENRLSRDC","","Sporadic PD at Enrollment","NUMBER","1","0","True","False"
"PATIENT_STATUS","ENROLL_AGE","","Age at Enrollment","NUMBER","3","1","",""
"PATIENT_STATUS","ENROLL_DATE","","Enrollment Date","DATE","","","False","False"
"PATIENT_STATUS","ENROLL_STATUS","","Enrollment Status","CHAR","13","","False","False"
"PATIENT_STATUS","GAITSTDY","","Participant in PPMI Clinical Gait Sub-Study","NUMBER","1","0","True","False"
"PATIENT_STATUS","INEXPAGE","","PPMI Clinical Inclusion/Criteria","CHAR","11","","False","False"
"PATIENT_STATUS","PATNO","","Participant ID","NUMBER","18","0","True","True"
"PATIENT_STATUS","PHENOCNV","","Phenoconversion status per Consensus Committee","NUMBER","1","0","",""
"PATIENT_STATUS","PISTDY","","Participant in PPMI Clinical Prodromal Imaging Sub-Study","NUMBER","1","0","True","False"
"PATIENT_STATUS","PPMI_ONLINE_ENROLL","","Is participant enrolled in PPMI Online?","TEXT","3","","",""
"PATIENT_STATUS","REC_ID","","Record ID","CHAR","36","","True","True"
"PATIENT_STATUS","STATUS_DATE","","Date Enrollment Status Occurred","DATE","","","False","False"
"PATIENT_STATUS","SV2ASTDY","","Participant in PPMI Clinical SV2A PET Sub-Study","NUMBER","1","0","True","False"
"PATIENT_STATUS","TAUSTDY","","Participant in PPMI Clinical Tau Imaging Sub-Study","NUMBER","1","0","True","False"
"PDDXHIST"," ","PDDXHIST","PD Diagnosis History","","","","",""
"PDDXHIST","CNO","PDDXHIST","Site Number","NUMBER","12","0","True","False"
"PDDXHIST","DOMSIDE","PDDXHIST","Side predominantly affected at onset","NUMBER","1","0","False","False"
"PDDXHIST","DXBRADY","PDDXHIST","Bradykinesia present at diagnosis?","NUMBER","1","0","False","False"
"PDDXHIST","DXOTHCM","PDDXHIST","Other symptoms comment","CHAR","","","False","False"
"PDDXHIST","DXOTHSX","PDDXHIST","Other symptom present at diagnosis?","NUMBER","1","0","False","False"
"PDDXHIST","DXPOSINS","PDDXHIST","Postural instability present at dx?","NUMBER","1","0","False","False"
"PDDXHIST","DXRIGID","PDDXHIST","Rigidity present at diagnosis?","NUMBER","1","0","False","False"
"PDDXHIST","DXTREMOR","PDDXHIST","Resting Tremor present at diagnosis?","NUMBER","1","0","False","False"
"PDDXHIST","EVENT_ID","PDDXHIST","Visit ID","CHAR","6","","True","False"
"PDDXHIST","INFODT","PDDXHIST","Assessment Date","DATE","","","True","False"
"PDDXHIST","LAST_UPDATE","PDDXHIST","Date of most recent update to record","DATE","","","True","False"
"PDDXHIST","ORIG_ENTRY","PDDXHIST","Date of original data entry","DATE","","","True","False"
"PDDXHIST","PAG_NAME","PDDXHIST","Page Name","CHAR","13","","True","False"
"PDDXHIST","PATNO","PDDXHIST","Participant ID","NUMBER","18","0","True","False"
"PDDXHIST","PDDXDT","PDDXHIST","Date of Parkinson's disease diagnosis","DATE","","","False","False"
"PDDXHIST","REC_ID","PDDXHIST","Record ID","CHAR","36","","True","True"
"PDDXHIST","SXDT","PDDXHIST","Date of Symptom","DATE","","","False","False"
"PENEURO"," ","PENEURO","Neurological Exam","","","","",""
"PENEURO","CNCM","PENEURO","CN II-XII comment","CHAR","","","False","False"
"PENEURO","CNO","PENEURO","Site Number","NUMBER","12","0","True","False"
"PENEURO","CNRSP","PENEURO","CN II-XII assessment","NUMBER","1","0","False","False"
"PENEURO","CORDCM","PENEURO","Coordination comment","CHAR","","","False","False"
"PENEURO","CORDRSP","PENEURO","Coordination assessment","NUMBER","1","0","False","False"
"PENEURO","EVENT_ID","PENEURO","Visit ID","CHAR","6","","True","False"
"PENEURO","GAITCM","PENEURO","Gait comment","CHAR","","","False","False"
"PENEURO","GAITRSP","PENEURO","Gait assessment","NUMBER","1","0","False","False"
"PENEURO","INFODT","PENEURO","Assessment Date","DATE","","","True","False"
"PENEURO","LAST_UPDATE","PENEURO","Date of most recent update to record","DATE","","","True","False"
"PENEURO","MNTLCM","PENEURO","Mental Status comment","CHAR","","","False","False"
"PENEURO","MNTLRSP","PENEURO","Mental Status assessment","NUMBER","1","0","False","False"
"PENEURO","MTRCM","PENEURO","Motor Exam comment","CHAR","","","False","False"
"PENEURO","MTRRSP","PENEURO","Motor Exam assessment","NUMBER","1","0","False","False"
"PENEURO","ORIG_ENTRY","PENEURO","Date of original data entry","DATE","","","True","False"
"PENEURO","PAG_NAME","PENEURO","Page Name","CHAR","13","","True","False"
"PENEURO","PATNO","PENEURO","Participant ID","NUMBER","18","0","True","False"
"PENEURO","PLRLRSP","","Plantar - left","CHAR","1","","",""
"PENEURO","PLRRRSP","","Plantar - right","CHAR","1","","",""
"PENEURO","REC_ID","PENEURO","Record ID","CHAR","36","","True","True"
"PENEURO","RFLXCM","PENEURO","Reflexes comment","CHAR","","","False","False"
"PENEURO","RFLXRSP","PENEURO","Reflexes assessment","NUMBER","1","0","False","False"
"PENEURO","SENCM","PENEURO","Sensory Exam comment","CHAR","","","False","False"
"PENEURO","SENRSP","PENEURO","Sensory Exam assessment","NUMBER","1","0","False","False"
"PET_AV133_ACQUISITION","","","AV-133 PET Metadata","","","","",""
"PET_AV133_ACQUISITION","AV133_BATCH_NUMBER","","Radiopharmaceutical Batch Number","CHAR","","","",""
"PET_AV133_ACQUISITION","AV133_EMISS_SCAN_START_TIME","","Emission Scan Start Time","CHAR","5","","",""
"PET_AV133_ACQUISITION","AV133_EXPIRATION_DATE","","F-18-AV-133 Dose Expiration Date","DATE","8","","",""
"PET_AV133_ACQUISITION","AV133_EXPIRATION_TIME","","F-18-AV-133 Dose Expiration Time","CHAR","5","","",""
"PET_AV133_ACQUISITION","AV133_IMAGE_ACCEPTABLE","","Are the Images Acceptable for Submission to the Image Database?","CHAR","","","",""
"PET_AV133_ACQUISITION","AV133_INJECTION_SITE","","Injection Site","CHAR","","","",""
"PET_AV133_ACQUISITION","AV133_INJECTION_TIME","","Time of Injection","CHAR","5","","",""
"PET_AV133_ACQUISITION","AV133_INJECTION_VOLUME","","Volume of Injection","NUMBER","4","2","",""
"PET_AV133_ACQUISITION","AV133_INJECTION_VOLUME_UNIT","","Volume of Injection Unit of Measurement","CHAR","2","","",""
"PET_AV133_ACQUISITION","AV133_LIGAND","","Ligand","CHAR","10","","",""
"PET_AV133_ACQUISITION","AV133_PASS_QC","","Did the F-18-AV-133 Dose Pass QC?","CHAR","","","",""
"PET_AV133_ACQUISITION","AV133_SCANNER","","Scanner Manufacturer and Model","CHAR","","","",""
"PET_AV133_ACQUISITION","AV133_SCAN_DATE","","Date of Scan Acquisition ","DATE","8","","",""
"PET_AV133_ACQUISITION","AV133_SCAN_QUALITY_RATING","","Image Quality Rating as determined by Image Quality Control","CHAR","1","","",""
"PET_AV133_ACQUISITION","AV133_TOTAL_DOSE_CALC","","Decay Corrected Total Dose Calculation in MBQ","NUMBER","","3","",""
"PET_AV133_ACQUISITION","AV133_WEIGHT","","Weight","NUMBER","","2","",""
"PET_AV133_ACQUISITION","AV133_WEIGHT_UNIT","","Weight Unit of Measurement","CHAR","2","","",""
"PET_AV133_ACQUISITION","EVENT_ID","","Visit Identifier","CHAR","","","",""
"PET_AV133_ACQUISITION","PATNO","","Subject Number/Participant ID (4  5 or 6 digits)","CHAR","","","",""
"PET_AV133_ACQUISITION","PROTOCOL","","Protocol Identifier","CHAR","3","","",""
"PET_AV133_SBR","","","AV-133 PET Analysis","","","","",""
"PET_AV133_SBR","AV133_ANALYZED","","Was the scan able to be analyzed?","CHAR","","","",""
"PET_AV133_SBR","AV133_LCAUD_S","","Striatal Binding Ratio of the Left Caudate Small brain region of interest  referenced to the Occipital Lobe","NUMBER","4","2","",""
"PET_AV133_SBR","AV133_LPUTANT_S","","Striatal Binding Ratio of the Left Putamen Small brain region of interest  referenced to the Occipital Lobe","NUMBER","4","2","",""
"PET_AV133_SBR","AV133_LPUTPOST_S","","Striatal Binding Ratio of the Left Putamen Small brain region of interest  referenced to the Occipital Lobe","NUMBER","4","2","",""
"PET_AV133_SBR","AV133_NOT_ANALYZED_REASON","","If scan analyzed is No  the reason the scan was unable to be analyzed","CHAR","","","",""
"PET_AV133_SBR","AV133_OTHER_SPECIFY","","If reason scan not analyzed is 'OTHER' the other specify reason the scan was not analyzed","CHAR","","","",""
"PET_AV133_SBR","AV133_RCAUD_S","","Striatal Binding Ratio of the Right Caudate Small brain region of interest  referenced to the Occipital Lobe ","NUMBER","4","2","",""
"PET_AV133_SBR","AV133_RPUTANT_S","","Striatal Binding Ratio of the Right Caudate Small brain region of interest  referenced to the Occipital Lobe ","NUMBER","4","2","",""
"PET_AV133_SBR","AV133_RPUTPOST_S","","Striatal Binding Ratio of the Right Putamen Small brain region of interest  referenced to the Occipital Lobe","NUMBER","4","2","",""
"PET_AV133_SBR","AV133_SCAN_DATE","","Scan Acquisition Date","DATE","8","","",""
"PET_AV133_SBR","EVENT_ID","","Visit Identifier","CHAR","","","",""
"PET_AV133_SBR","PATNO","","Subject Number/Participant ID (4  5 or 6 digits)","CHAR","","","",""
"PET_AV133_SBR","PROTOCOL","","Protocol Identifier","CHAR","3","","",""
"PET_TAU_ACQUISITION","","","TAU PET Metadata","","","","",""
"PET_TAU_ACQUISITION","EVENT_ID","","Visit Identifier","CHAR","","","",""
"PET_TAU_ACQUISITION","PATNO","","Subject Number/Participant ID (4  5 or 6 digits)","CHAR","","","",""
"PET_TAU_ACQUISITION","PROTOCOL","","Protocol Identifier","CHAR","3","","",""
"PET_TAU_ACQUISITION","TAU_BATCH_NUMBER","","Radiopharmaceutical Batch Number","CHAR","","","",""
"PET_TAU_ACQUISITION","TAU_EMISS_SCAN_START_TIME","","Emission Scan Start Time","CHAR","5","","",""
"PET_TAU_ACQUISITION","TAU_IMAGE_ACCEPTABLE","","Are the Images Acceptable for Submission to the Image Database?","CHAR","","","",""
"PET_TAU_ACQUISITION","TAU_INJECTION_SITE","","Injection Site","CHAR","","","",""
"PET_TAU_ACQUISITION","TAU_INJECTION_TIME","","Time of Injection","CHAR","5","","",""
"PET_TAU_ACQUISITION","TAU_INJECTION_VOLUME","","Volume of Injection","NUMBER","4","2","",""
"PET_TAU_ACQUISITION","TAU_INJECTION_VOLUME_UNIT","","Volume of Injection Unit of Measurement","CHAR","2","","",""
"PET_TAU_ACQUISITION","TAU_LIGAND","","Ligand","CHAR","10","","",""
"PET_TAU_ACQUISITION","TAU_SCANNER","","Scanner Manufacturer and Model","CHAR","","","",""
"PET_TAU_ACQUISITION","TAU_SCAN_DATE","","Date of Scan Acquisition ","DATE","8","","",""
"PET_TAU_ACQUISITION","TAU_SCAN_QUALITY_RATING","","Image Quality Rating as determined by Image Quality Control","CHAR","1","","",""
"PET_TAU_ACQUISITION","TAU_TOTAL_DOSE_CALC","","Decay Corrected Total Dose Calculation in MBQ","NUMBER","","3","",""
"PET_TAU_ACQUISITION","TAU_WEIGHT","","Weight","NUMBER","","2","",""
"PET_TAU_ACQUISITION","TAU_WEIGHT_UNIT","","Weight Unit of Measurement","CHAR","2","","",""
"PET_TAU_SUVR","","","TAU PET SUVR","","","","",""
"PET_TAU_SUVR","EVENT_ID","","Visit Identifier","CHAR","","","",""
"PET_TAU_SUVR","PATNO","","Subject Number/Participant ID (4  5 or 6 digits)","CHAR","","","",""
"PET_TAU_SUVR","PROTOCOL","","Protocol Identifier","CHAR","3","","",""
"PET_TAU_SUVR","TAU_ANALYZED","","Was the scan able to be analyzed?","CHAR","","","",""
"PET_TAU_SUVR","TAU_NOT_ANALYZED_REASON","","If scan analyzed is No  the reason the scan was unable to be analyzed","CHAR","","","",""
"PET_TAU_SUVR","TAU_OTHER_SPECIFY","","If reason scan not analyzed is 'OTHER' the other specify reason the scan was not analyzed","CHAR","","","",""
"PET_TAU_SUVR","TAU_REGION","","Region of Interest","CHAR","200","","",""
"PET_TAU_SUVR","TAU_SCAN_DATE","","Scan Acquisition Date","DATE","8","","",""
"PET_TAU_SUVR","TAU_SUVR_CBM","","Standard Uptake Value Ratio of the brain region of interest, referenced to the CEREBELLUM_VENTRAL ","CHAR","4","2","",""
"PGI"," ","PGI","Participant Global Impression (PGI)","","","","",""
"PGI","CNO","PGI","Site Number","NUMBER","12","0","True","False"
"PGI","EVENT_ID","PGI","Visit ID","CHAR","6","","True","False"
"PGI","INFODT","PGI","Assessment Date","DATE","","","True","False"
"PGI","LAST_UPDATE","PGI","Date of most recent update to record","DATE","","","True","False"
"PGI","ORIG_ENTRY","PGI","Date of original data entry","DATE","","","True","False"
"PGI","PAG_NAME","PGI","Page Name","CHAR","13","","True","False"
"PGI","PATNO","PGI","Participant ID","NUMBER","18","0","True","False"
"PGI","PGIAST","PGI","Participant Assessment","NUMBER","1","0","False","False"
"PGI","REC_ID","PGI","Record ID","CHAR","36","","True","True"
"PIAECLINAST"," ","PIAECLINAST","(AV-133 Prodromal Imaging Substudy) Adverse Event In-Clinic Assessment","","","","",""
"PIAECLINAST","CNO","PIAECLINAST","Site Number","NUMBER","12","0","True","False"
"PIAECLINAST","EVENT_ID","PIAECLINAST","Visit ID","CHAR","6","","True","False"
"PIAECLINAST","INFODT","PIAECLINAST","Assessment Date","DATE","","","True","False"
"PIAECLINAST","LAST_UPDATE","PIAECLINAST","Date of most recent update to record","DATE","","","True","False"
